6.754939,2.773281,3.735196
3.730411,-5.79063,3.845266
2.388037,-14.933606,0.368495
4.017549,-11.344372,-0.729811
3.23031,-10.313066,0.241675
2.254039,-8.260024,-0.26321
1.055235,-8.623734,0.847059
1.648655,-10.518847,-0.526421
2.120041,-9.994821,0.509671
1.954936,-9.401401,1.160519
1.875973,-9.719646,1.062413
2.160719,-9.74836,1.201197
2.160719,-9.74836,1.201197
2.100898,-9.750752,1.375873
1.995614,-10.236496,1.249053
2.019542,-10.030712,1.471586
1.947758,-9.391829,1.409373
1.978864,-10.001998,1.172483
1.959722,-9.722038,1.328017
1.801795,-9.736395,1.138984
1.90708,-10.112068,1.172483
1.938186,-10.112068,1.167697
1.923829,-9.650253,1.308874
2.009971,-9.765109,1.320838
2.036292,-9.535398,1.469193
2.225325,-9.422935,1.600798
2.141576,-10.10489,1.196411
2.287539,-9.650253,1.514657
2.191825,-9.619147,1.37348
2.184647,-9.846465,1.428515
2.11047,-9.731609,1.521835
2.201397,-9.647861,1.749153
2.249253,-9.60479,1.706082
2.218147,-9.109475,1.639083
2.203789,-9.913465,1.521835
2.033899,-9.736395,1.189233
2.18704,-9.667004,1.442872
1.928615,-9.777073,1.191626
1.971686,-9.75793,1.387837
1.875973,-9.633504,1.160519
1.938186,-9.793823,1.371087
1.818545,-9.549755,1.131805
2.06022,-9.98525,1.342373
2.079363,-9.74836,1.378266
1.919044,-9.394222,1.581656
2.29711,-9.533006,1.347159
2.258825,-9.734003,1.663012
2.177469,-9.695717,1.691726
2.189433,-9.753145,1.753939
2.225325,-9.614362,2.002793
2.160719,-9.724431,1.72044
2.191825,-9.573684,1.727618
2.124826,-9.899107,1.799403
2.100898,-9.820145,1.818545
2.103291,-9.683753,1.732404
2.163112,-9.719646,1.849652
2.287539,-9.659825,1.785046
2.088934,-9.300901,1.947758
2.404787,-9.74836,1.85683
2.471786,-9.267403,1.947758
2.598605,-9.298509,1.854438
2.452643,-9.769895,1.344766
2.56032,-9.79143,1.655833
2.328217,-9.470792,1.691726
2.352145,-9.595219,1.904687
2.440679,-9.533006,1.868794
2.505285,-9.178867,1.976472
2.445465,-9.489935,2.067399
2.665605,-9.308081,2.024328
2.455036,-9.552148,2.081756
2.421536,-9.504292,2.105684
2.474179,-9.391829,1.981257
2.292324,-8.84148,1.942972
2.017149,-7.606783,1.301696
0.425922,-3.962514,0.277567
-3.132205,-5.785845,-3.74716
-4.666004,-9.032906,-5.175675
-10.616954,-9.836893,-4.412365
-10.320245,-7.379465,-3.505485
-10.41835,-4.472186,-4.15394
-10.504492,-2.811567,-4.003192
-8.616554,-1.354338,-4.575077
-9.336794,-2.782853,-5.113462
-8.26481,-1.325624,-4.551149
-8.377272,-2.06022,-4.87418
-8.525627,-1.658226,-4.773681
-8.628519,-1.787439,-4.718646
-8.628519,-1.787439,-4.718646
-9.422935,-1.591227,-4.113262
-11.861222,-0.89013,-4.536791
-11.193624,-2.486143,-3.842873
-9.140583,-3.285345,-3.620341
-8.446664,-2.309074,-2.005185
-7.996813,-2.335395,-1.172483
-7.448857,-3.326023,-0.854238
-7.508677,-4.252046,1.18684
-7.9011,-3.85723,0.957129
-8.152347,-3.582055,1.141376
-10.171888,-4.859823,1.328017
-9.607183,-6.735795,-0.526421
-8.006385,-6.319445,-2.098505
-8.006385,-6.319445,-2.098505
-7.690532,-3.337988,1.028914
-5.441278,-3.194418,1.09352
-4.036692,0.777667,1.761117
-4.287938,-5.02732,0.337388
-6.628119,-13.220345,-3.546163
-6.309873,-10.626525,-3.474378
-9.363115,-9.863215,2.270789
-6.07777,-14.347364,-2.761317
-7.13779,-7.618747,-0.803988
-6.039484,-9.597611,2.388037
-5.242674,-6.532406,3.160919
-4.615755,-5.733203,3.28056
-3.507878,-5.233103,5.943772
-3.266203,-3.658626,4.651647
-5.12782,-4.096512,3.960121
-9.734003,-5.680561,3.67059
-9.365508,-6.896115,4.481757
-13.083955,-10.557133,4.864608
-5.35753,-2.24686,6.515656
-1.052842,-8.252845,6.881758
-2.234896,-7.49432,5.860023
-1.859223,-7.700103,5.455636
-2.014757,-8.047063,5.369494
-2.065006,-8.204988,5.343173
-2.014757,-8.044669,5.4341
-1.933401,-8.236095,5.235496
-1.921437,-8.226524,5.230711
-1.957329,-8.252845,5.144568
-1.95015,-8.236095,5.161318
-1.859223,-8.293523,5.316852
-2.057827,-8.068598,5.395815
-2.237289,-8.035098,5.371887
-2.268396,-7.762317,5.649454
-2.644069,-7.343572,6.005985
-2.498107,-7.453642,6.104091
-2.912065,-7.063612,6.726225
-5.020142,-6.62094,8.106883
-11.332408,-9.68136,4.134798
-4.259224,-4.338188,4.228118
-0.248854,-6.381658,3.029313
-1.258625,-7.630712,11.203196
0.51685,-10.121639,5.735595
-0.153141,-5.529813,5.833702
-1.155733,-4.651647,6.252446
-5.955735,-8.109276,7.099504
-6.585048,-7.281359,5.893522
0.177069,-1.732404,6.936793
-1.112662,-8.25763,5.225924
-1.538585,-7.420143,7.051648
-1.256232,-8.147561,5.661418
-1.320838,-8.228917,5.606383
-1.239482,-8.415558,5.24746
-1.155733,-8.516055,5.197211
-1.31366,-8.331808,5.254639
-1.356731,-8.319844,5.302495
-1.244268,-8.312666,5.230711
-1.375873,-8.288737,5.111069
-1.244268,-8.642875,4.955536
-1.191626,-8.46102,4.991428
